#separator:Tab
#html:true
#columns:ID	Front	Back	Explanation	Tags
#tags column:5
"clf-c02-2026-09-15-078"	"When should you use Pricing Calculator, Cost Explorer, or AWS Budgets?"	"Use Pricing Calculator before deployment to estimate; Cost Explorer to analyze actual and forecasted spend; Budgets to alert or act on thresholds."	"They cover planning, analysis, and control.<br><strong>Example:</strong> Estimate a new architecture, inspect last month, then alert at $500."	"CLF-C02 Billing, Pricing, and Support day::2026-09-15 chat::2026-09-15_-_Chat_13_—_Support,_Monitoring_&_Cost type::comparison topic::Cost_management"
"clf-c02-2026-09-15-079"	"A team wants an email before monthly AWS spend exceeds a chosen amount. Which service should it configure?"	"AWS Budgets."	"Budgets compares actual or forecasted cost and usage with thresholds and can notify or trigger configured actions.<br><strong>Example:</strong> Send an alert when forecasted monthly cost reaches 80% of $1,000."	"CLF-C02 Billing, Pricing, and Support day::2026-09-15 chat::2026-09-15_-_Chat_13_—_Support,_Monitoring_&_Cost type::scenario topic::Cost_management"
"clf-c02-2026-09-15-080"	"An architect wants to estimate the monthly cost of a design that has not been deployed. Which tool fits?"	"AWS Pricing Calculator."	"It models services and expected usage before resources exist.<br><strong>Example:</strong> Compare estimated costs for two EC2 and storage designs."	"CLF-C02 Billing, Pricing, and Support day::2026-09-15 chat::2026-09-15_-_Chat_13_—_Support,_Monitoring_&_Cost type::scenario topic::Cost_management"
"clf-c02-2026-09-15-081"	"Finance wants to find which service caused last month’s cost increase. Which tool fits?"	"AWS Cost Explorer."	"Cost Explorer analyzes historical usage and cost and can group or filter the data.<br><strong>Example:</strong> Group last month’s spend by service and linked account."	"CLF-C02 Billing, Pricing, and Support day::2026-09-15 chat::2026-09-15_-_Chat_13_—_Support,_Monitoring_&_Cost type::scenario topic::Cost_management"
"clf-c02-2026-09-15-082"	"How do AWS DMS and DMS Schema Conversion work together in a heterogeneous database migration?"	"DMS moves or replicates the data; DMS Schema Conversion assesses and converts database schema and code for the target engine."	"Changing database engines often requires both data movement and schema conversion.<br><strong>Example:</strong> Move Oracle data to PostgreSQL while converting incompatible schema objects."	"CLF-C02 Billing, Pricing, and Support day::2026-09-15 chat::2026-09-15_-_Chat_13_—_Support,_Monitoring_&_Cost type::comparison topic::Migration topic::Databases"
"clf-c02-2026-09-15-083"	"What is the current preferred AWS service for heterogeneous database schema conversion?"	"DMS Schema Conversion."	"AWS Schema Conversion Tool is now the legacy path; new study material should prefer the DMS capability.<br><strong>Example:</strong> Assess an Oracle-to-Aurora PostgreSQL schema inside AWS DMS."	"CLF-C02 Billing, Pricing, and Support day::2026-09-15 chat::2026-09-15_-_Chat_13_—_Support,_Monitoring_&_Cost type::recall topic::Migration topic::Databases"
"clf-c02-2026-09-15-084"	"How do the AWS Architecture Center and AWS Marketplace differ?"	"Architecture Center teaches designs and best practices; Marketplace lets customers obtain third-party software, data, and services."	"Architecture Center is guidance, while Marketplace is a procurement and deployment catalog.<br><strong>Example:</strong> Read a serverless pattern in Architecture Center; subscribe to a security product in Marketplace."	"CLF-C02 Billing, Pricing, and Support day::2026-09-15 chat::2026-09-15_-_Chat_13_—_Support,_Monitoring_&_Cost type::comparison topic::AWS_resources"
"clf-c02-2026-09-18-001"	"When should a company choose AWS CloudHSM instead of AWS KMS?"	"Choose CloudHSM when dedicated single-tenant HSMs and direct control of HSM users, keys, and cryptographic operations are required. Choose KMS for the usual managed encryption-key experience integrated with AWS services."	"Both services protect keys with HSMs. The exam-level difference is operational control and tenancy, not the outdated shortcut that KMS is only “FIPS Level 2.”<br><strong>Example:</strong> A bank with a mandate for dedicated HSM appliances may use CloudHSM; an S3 encryption key normally fits KMS."	"CLF-C02 Security and Compliance day::2026-09-18 chat::2026-09-18_-_Chat_14_—_Security,_Messaging_&_Load_Balancing type::comparison topic::Encryption topic::Security"
"clf-c02-2026-09-18-002"	"How is responsibility divided for an AWS CloudHSM cluster?"	"AWS operates the physical service and underlying infrastructure; the customer administers HSM users, keys, policies, and cryptographic use."	"CloudHSM gives the customer more control and therefore more operational responsibility than KMS.<br><strong>Example:</strong> AWS replaces failed hardware, while the customer controls who can use a key inside the HSM."	"CLF-C02 Security and Compliance day::2026-09-18 chat::2026-09-18_-_Chat_14_—_Security,_Messaging_&_Load_Balancing type::recall topic::Encryption topic::Shared_responsibility"
"clf-c02-2026-09-18-003"	"What is the primary purpose of AWS Security Hub?"	"It centralizes security posture checks and aggregates findings from AWS security services and partner products."	"Security Hub gives security teams one prioritized view; it does not replace the services that detect vulnerabilities, threats, or sensitive data.<br><strong>Example:</strong> A CISO reviews GuardDuty, Inspector, and Macie findings from one dashboard."	"CLF-C02 Security and Compliance day::2026-09-18 chat::2026-09-18_-_Chat_14_—_Security,_Messaging_&_Load_Balancing type::recall topic::Security_monitoring topic::Governance"
"clf-c02-2026-09-18-004"	"A company wants one dashboard for GuardDuty threats, Inspector vulnerabilities, and Macie sensitive-data findings. Which service fits?"	"AWS Security Hub."	"Security Hub consumes and normalizes findings from those services so the team can prioritize remediation centrally.<br><strong>Example:</strong> The security team filters all high-severity findings across several AWS accounts."	"CLF-C02 Security and Compliance day::2026-09-18 chat::2026-09-18_-_Chat_14_—_Security,_Messaging_&_Load_Balancing type::scenario topic::Security_monitoring"
"clf-c02-2026-09-18-005"	"What does AWS Audit Manager automate?"	"It continuously collects evidence that helps an organization assess its own AWS usage against audit frameworks."	"Audit Manager reduces manual evidence gathering for assessments. It does not provide AWS infrastructure compliance reports; those come from Artifact.<br><strong>Example:</strong> A compliance team collects configuration evidence for a PCI DSS assessment."	"CLF-C02 Security and Compliance day::2026-09-18 chat::2026-09-18_-_Chat_14_—_Security,_Messaging_&_Load_Balancing type::recall topic::Compliance topic::Audit"
"clf-c02-2026-09-18-006"	"How do AWS Artifact, AWS Config, and AWS Audit Manager differ?"	"Artifact provides AWS compliance documents; Config records and evaluates resource configurations; Audit Manager collects evidence for your organization’s assessments."	"Remember the verbs: download AWS reports, track configuration, and collect customer audit evidence.<br><strong>Example:</strong> Download an AWS SOC report from Artifact, detect a public bucket with Config, and assemble assessment evidence with Audit Manager."	"CLF-C02 Security and Compliance day::2026-09-18 chat::2026-09-18_-_Chat_14_—_Security,_Messaging_&_Load_Balancing type::comparison topic::Compliance topic::Governance"
"clf-c02-2026-09-18-007"	"What is AWS Artifact used for?"	"It is the self-service place to download AWS compliance reports and manage selected agreements."	"Artifact documents AWS compliance and the AWS side of shared responsibility; it does not scan customer workloads.<br><strong>Example:</strong> An auditor requests AWS SOC reports for the cloud infrastructure."	"CLF-C02 Security and Compliance day::2026-09-18 chat::2026-09-18_-_Chat_14_—_Security,_Messaging_&_Load_Balancing type::recall topic::Compliance"
"clf-c02-2026-09-18-008"	"A security team must apply the same AWS WAF policy across many accounts in AWS Organizations. Which service fits?"	"AWS Firewall Manager."	"Firewall Manager centrally deploys and manages protection policies across accounts and resources.<br><strong>Example:</strong> A central team pushes one baseline web ACL policy to applications owned by twenty accounts."	"CLF-C02 Security and Compliance day::2026-09-18 chat::2026-09-18_-_Chat_14_—_Security,_Messaging_&_Load_Balancing type::scenario topic::Security topic::Multi-account"
"clf-c02-2026-09-18-009"	"How do AWS Config and AWS AppConfig differ?"	"AWS Config tracks AWS resource configurations and compliance; AWS AppConfig safely deploys application settings and feature flags at runtime."	"The similar names hide different scopes: infrastructure governance versus application behavior.<br><strong>Example:</strong> Config flags a public S3 bucket; AppConfig turns on a checkout feature without redeploying code."	"CLF-C02 Security and Compliance day::2026-09-18 chat::2026-09-18_-_Chat_14_—_Security,_Messaging_&_Load_Balancing type::comparison topic::Configuration_auditing topic::Application_configuration"
"clf-c02-2026-09-18-010"	"What is the primary purpose of Amazon SNS?"	"To publish one message to multiple subscribed endpoints for alerts and fan-out."	"SNS pushes notifications to subscribers such as SQS, Lambda, HTTP endpoints, SMS, or email.<br><strong>Example:</strong> A CloudWatch alarm publishes once and notifies email plus an operations Lambda function."	"CLF-C02 Cloud Technology and Services day::2026-09-18 chat::2026-09-18_-_Chat_14_—_Security,_Messaging_&_Load_Balancing type::recall topic::Messaging"
"clf-c02-2026-09-18-011"	"What is the primary purpose of Amazon SES?"	"To send and receive application email at scale, including transactional and formatted messages."	"SES is the application-email service, unlike SNS fan-out notifications or WorkMail employee inboxes.<br><strong>Example:</strong> An application emails a password-reset link using a branded HTML template."	"CLF-C02 Cloud Technology and Services day::2026-09-18 chat::2026-09-18_-_Chat_14_—_Security,_Messaging_&_Load_Balancing type::recall topic::Email topic::Business_applications"
"clf-c02-2026-09-18-012"	"How should you distinguish SNS, SES, Pinpoint, and WorkMail?"	"SNS is publish/subscribe notification fan-out; SES is application email; Pinpoint is customer-engagement campaigns; WorkMail is employee email and calendars."	"Identify the audience and workflow: system subscribers, app-generated email, marketing segments, or employee mailboxes.<br><strong>Example:</strong> A billing alarm uses SNS, a receipt uses SES, a campaign uses Pinpoint, and an employee inbox uses WorkMail."	"CLF-C02 Cloud Technology and Services day::2026-09-18 chat::2026-09-18_-_Chat_14_—_Security,_Messaging_&_Load_Balancing type::comparison topic::Messaging topic::Email"
"clf-c02-2026-09-18-013"	"What does Amazon Inspector scan for?"	"It continuously scans supported EC2 workloads, ECR container images, and Lambda functions for software vulnerabilities and unintended network exposure."	"Inspector produces findings about vulnerable software and exposure. It is not the log-based threat-detection role of GuardDuty.<br><strong>Example:</strong> Inspector identifies a critical vulnerable package in an ECR image."	"CLF-C02 Security and Compliance day::2026-09-18 chat::2026-09-18_-_Chat_14_—_Security,_Messaging_&_Load_Balancing type::recall topic::Security topic::Vulnerability_management"
"clf-c02-2026-09-18-014"	"How do Amazon Inspector and Amazon GuardDuty differ?"	"Inspector finds vulnerabilities in supported workloads and images; GuardDuty detects suspicious or malicious activity from security signals."	"A weakness that could be exploited is a vulnerability. Evidence of an active threat is threat detection.<br><strong>Example:</strong> Inspector flags an outdated library; GuardDuty flags unusual credential use from a hostile IP."	"CLF-C02 Security and Compliance day::2026-09-18 chat::2026-09-18_-_Chat_14_—_Security,_Messaging_&_Load_Balancing type::comparison topic::Security_monitoring"
"clf-c02-2026-09-18-015"	"How do Inspector, GuardDuty, Macie, Security Hub, and Trusted Advisor complement one another?"	"Inspector finds vulnerabilities, GuardDuty detects threats, Macie discovers sensitive S3 data, Security Hub aggregates security findings, and Trusted Advisor gives broader account best-practice recommendations."	"The services operate at different layers, so they are complements rather than replacements.<br><strong>Example:</strong> Security Hub displays a GuardDuty threat, an Inspector CVE, and a Macie PII finding together."	"CLF-C02 Security and Compliance day::2026-09-18 chat::2026-09-18_-_Chat_14_—_Security,_Messaging_&_Load_Balancing type::comparison topic::Security_monitoring topic::Service_selection"
"clf-c02-2026-09-18-016"	"What is Amazon Macie designed to discover?"	"Sensitive data, such as personally identifiable information, stored in Amazon S3."	"Macie uses managed data discovery and produces findings; it is not a general EC2 vulnerability scanner.<br><strong>Example:</strong> Macie finds unprotected passport numbers in an S3 data lake."	"CLF-C02 Security and Compliance day::2026-09-18 chat::2026-09-18_-_Chat_14_—_Security,_Messaging_&_Load_Balancing type::recall topic::Security topic::Data_governance"
"clf-c02-2026-09-18-017"	"How do AWS Elemental MediaConvert and MediaConnect differ?"	"MediaConvert transcodes file-based video; MediaConnect transports high-quality live video streams."	"The source material corrected a mislabeled slide: watermarks and file conversion belong to MediaConvert, not MediaConnect.<br><strong>Example:</strong> Convert an uploaded movie to streaming formats with MediaConvert; carry a live sports feed with MediaConnect."	"CLF-C02 Cloud Technology and Services day::2026-09-18 chat::2026-09-18_-_Chat_14_—_Security,_Messaging_&_Load_Balancing type::comparison topic::Media topic::Course_supplementary"
"clf-c02-2026-09-18-018"	"How should Amazon Elastic Transcoder be treated in new architectures?"	"As a legacy file-transcoding service; AWS Elemental MediaConvert is the modern choice for new file-based workflows."	"The current CLF-C02 guide lists both services outside its primary exam scope, but this distinction corrects the course material.<br><strong>Example:</strong> A legacy pipeline may remain on Elastic Transcoder while a new workflow uses MediaConvert."	"CLF-C02 Cloud Technology and Services day::2026-09-18 chat::2026-09-18_-_Chat_14_—_Security,_Messaging_&_Load_Balancing type::recall topic::Media topic::Course_supplementary"
"clf-c02-2026-09-18-019"	"What is the basic purpose of Elastic Load Balancing?"	"To distribute incoming traffic across healthy targets so an application can scale and remain available."	"A load balancer performs health checks and stops routing traffic to unhealthy registered targets.<br><strong>Example:</strong> Traffic is spread across EC2 instances in multiple Availability Zones."	"CLF-C02 Cloud Technology and Services day::2026-09-18 chat::2026-09-18_-_Chat_14_—_Security,_Messaging_&_Load_Balancing type::recall topic::Load_balancing topic::Availability"
"clf-c02-2026-09-18-020"	"A web application must route /images and /api to different target groups. Which load balancer fits?"	"An Application Load Balancer (ALB)."	"ALB operates at Layer 7 and can route HTTP or HTTPS requests by path, host, headers, and other request attributes.<br><strong>Example:</strong> Requests for api.example.com go to an API target group while static paths go elsewhere."	"CLF-C02 Cloud Technology and Services day::2026-09-18 chat::2026-09-18_-_Chat_14_—_Security,_Messaging_&_Load_Balancing type::scenario topic::Load_balancing topic::Networking"
"clf-c02-2026-09-18-021"	"A workload needs very high-performance TCP or UDP load balancing and static IP addresses per Availability Zone. Which option fits?"	"A Network Load Balancer (NLB)."	"NLB operates at Layer 4 and is designed for high-throughput, low-latency transport traffic.<br><strong>Example:</strong> A real-time game sends UDP traffic through an NLB."	"CLF-C02 Cloud Technology and Services day::2026-09-18 chat::2026-09-18_-_Chat_14_—_Security,_Messaging_&_Load_Balancing type::scenario topic::Load_balancing topic::Networking"
"clf-c02-2026-09-18-022"	"A company must scale a fleet of third-party firewalls that inspect VPC traffic. Which load balancer fits?"	"A Gateway Load Balancer (GWLB)."	"GWLB operates at Layer 3 and uses GENEVE to insert virtual network appliances transparently into traffic flows.<br><strong>Example:</strong> Traffic passes through a scalable fleet of inspection appliances before reaching workloads."	"CLF-C02 Security and Compliance day::2026-09-18 chat::2026-09-18_-_Chat_14_—_Security,_Messaging_&_Load_Balancing type::scenario topic::Load_balancing topic::Security"
"clf-c02-2026-09-18-023"	"How do ALB, NLB, GWLB, and Classic Load Balancer differ?"	"ALB handles Layer 7 HTTP routing, NLB handles high-performance Layer 4 traffic, GWLB handles Layer 3 virtual appliances, and Classic Load Balancer is the legacy generation."	"Choose by traffic and target use case, not by which name sounds more powerful.<br><strong>Example:</strong> Use ALB for URL paths, NLB for low-latency TCP/UDP, and GWLB for firewall fleets."	"CLF-C02 Cloud Technology and Services day::2026-09-18 chat::2026-09-18_-_Chat_14_—_Security,_Messaging_&_Load_Balancing type::comparison topic::Load_balancing topic::Service_selection"
"clf-c02-2026-09-18-101"	"What is the primary purpose of Amazon EMR?"	"Amazon EMR helps you run managed big-data frameworks such as Apache Spark and Hadoop."	"For CLF-C02, recognize this service when the requirement mentions managed Spark or Hadoop clusters. Deep implementation details are not required.<br><strong>Example:</strong> A question asks for managed Spark or Hadoop clusters; Amazon EMR is the service to evaluate."	"CLF-C02 Cloud Technology and Services day::2026-09-18 chat::Extra_-_Official_CLF-C02_coverage_audit type::recall topic::Extra_official_coverage topic::Analytics topic::Analytics_&_Data"
"clf-c02-2026-09-18-102"	"What is the primary purpose of Amazon OpenSearch Service?"	"Amazon OpenSearch Service helps you search, analyze, and visualize large volumes of logs or documents."	"For CLF-C02, recognize this service when the requirement mentions managed search and log analytics. Deep implementation details are not required.<br><strong>Example:</strong> A question asks for managed search and log analytics; Amazon OpenSearch Service is the service to evaluate."	"CLF-C02 Cloud Technology and Services day::2026-09-18 chat::Extra_-_Official_CLF-C02_coverage_audit type::recall topic::Extra_official_coverage topic::Analytics topic::Analytics_&_Data topic::Observability_&_Developer_Tools"
"clf-c02-2026-09-18-103"	"What is the primary purpose of Amazon EventBridge?"	"Amazon EventBridge helps you route events between applications and AWS services using rules."	"For CLF-C02, recognize this service when the requirement mentions event bus and event-driven routing. Deep implementation details are not required.<br><strong>Example:</strong> A question asks for event bus and event-driven routing; Amazon EventBridge is the service to evaluate."	"CLF-C02 Cloud Technology and Services day::2026-09-18 chat::Extra_-_Official_CLF-C02_coverage_audit type::recall topic::Extra_official_coverage topic::Application_Integration topic::Messaging_&_Workflows"
"clf-c02-2026-09-18-104"	"What is the primary purpose of AWS Step Functions?"	"AWS Step Functions helps you coordinate distributed application steps with visual workflows."	"For CLF-C02, recognize this service when the requirement mentions state machines, retries, and workflow orchestration. Deep implementation details are not required.<br><strong>Example:</strong> A question asks for state machines, retries, and workflow orchestration; AWS Step Functions is the service to evaluate."	"CLF-C02 Cloud Technology and Services day::2026-09-18 chat::Extra_-_Official_CLF-C02_coverage_audit type::recall topic::Extra_official_coverage topic::Application_Integration topic::Messaging_&_Workflows topic::Compute_&_Serverless"
"clf-c02-2026-09-18-105"	"What is the primary purpose of AWS Cost and Usage Reports?"	"AWS Cost and Usage Reports helps you deliver the most detailed AWS cost and usage data for analysis."	"For CLF-C02, recognize this service when the requirement mentions granular billing report files. Deep implementation details are not required.<br><strong>Example:</strong> A question asks for granular billing report files; AWS Cost and Usage Reports is the service to evaluate."	"CLF-C02 Billing, Pricing, and Support day::2026-09-18 chat::Extra_-_Official_CLF-C02_coverage_audit type::recall topic::Extra_official_coverage topic::Cloud_Financial_Management topic::Cost,_Marketplace_&_Support topic::Analytics_&_Data"
"clf-c02-2026-09-18-106"	"What is the primary purpose of AWS CLI?"	"AWS CLI helps you manage AWS services from a command-line interface."	"For CLF-C02, recognize this service when the requirement mentions scripted or terminal access to AWS APIs. Deep implementation details are not required.<br><strong>Example:</strong> A question asks for scripted or terminal access to AWS APIs; AWS CLI is the service to evaluate."	"CLF-C02 Cloud Technology and Services day::2026-09-18 chat::Extra_-_Official_CLF-C02_coverage_audit type::recall topic::Extra_official_coverage topic::Developer_Tools topic::Observability_&_Developer_Tools"
"clf-c02-2026-09-18-107"	"What is the primary purpose of AWS CodeBuild?"	"AWS CodeBuild helps you compile source code, run tests, and produce build artifacts."	"For CLF-C02, recognize this service when the requirement mentions fully managed build stage. Deep implementation details are not required.<br><strong>Example:</strong> A question asks for fully managed build stage; AWS CodeBuild is the service to evaluate."	"CLF-C02 Cloud Technology and Services day::2026-09-18 chat::Extra_-_Official_CLF-C02_coverage_audit type::recall topic::Extra_official_coverage topic::Developer_Tools topic::Observability_&_Developer_Tools"
"clf-c02-2026-09-18-108"	"What is the primary purpose of AWS CodePipeline?"	"AWS CodePipeline helps you automate software release stages from source through deployment."	"For CLF-C02, recognize this service when the requirement mentions continuous delivery pipeline orchestration. Deep implementation details are not required.<br><strong>Example:</strong> A question asks for continuous delivery pipeline orchestration; AWS CodePipeline is the service to evaluate."	"CLF-C02 Cloud Technology and Services day::2026-09-18 chat::Extra_-_Official_CLF-C02_coverage_audit type::recall topic::Extra_official_coverage topic::Developer_Tools topic::Observability_&_Developer_Tools topic::Messaging_&_Workflows"
"clf-c02-2026-09-18-109"	"What is the primary purpose of Amazon AppStream 2.0?"	"Amazon AppStream 2.0 helps you stream desktop applications securely to a web browser."	"For CLF-C02, recognize this service when the requirement mentions stream an application without delivering a full desktop. Deep implementation details are not required.<br><strong>Example:</strong> A question asks for stream an application without delivering a full desktop; Amazon AppStream 2.0 is the service to evaluate."	"CLF-C02 Cloud Technology and Services day::2026-09-18 chat::Extra_-_Official_CLF-C02_coverage_audit type::recall topic::Extra_official_coverage topic::End_User_Computing topic::Business_&_End-user_Apps"
"clf-c02-2026-09-18-110"	"What is the primary purpose of Amazon WorkSpaces Secure Browser?"	"Amazon WorkSpaces Secure Browser helps you provide isolated, managed browser access to internal sites and SaaS apps."	"For CLF-C02, recognize this service when the requirement mentions secure browser rather than a full virtual desktop. Deep implementation details are not required.<br><strong>Example:</strong> A question asks for secure browser rather than a full virtual desktop; Amazon WorkSpaces Secure Browser is the service to evaluate."	"CLF-C02 Cloud Technology and Services day::2026-09-18 chat::Extra_-_Official_CLF-C02_coverage_audit type::recall topic::Extra_official_coverage topic::End_User_Computing topic::Business_&_End-user_Apps topic::Security_&_Threat_Protection"
"clf-c02-2026-09-18-111"	"What is the primary purpose of AWS IoT Core?"	"AWS IoT Core helps you connect and exchange messages with large fleets of IoT devices."	"For CLF-C02, recognize this service when the requirement mentions managed device connectivity and MQTT messaging. Deep implementation details are not required.<br><strong>Example:</strong> A question asks for managed device connectivity and MQTT messaging; AWS IoT Core is the service to evaluate."	"CLF-C02 Cloud Technology and Services day::2026-09-18 chat::Extra_-_Official_CLF-C02_coverage_audit type::recall topic::Extra_official_coverage topic::Internet_of_Things_(IoT) topic::Frontend_&_IoT topic::Messaging_&_Workflows"
"clf-c02-2026-09-18-112"	"What is the primary purpose of Amazon Comprehend?"	"Amazon Comprehend helps you extract sentiment, entities, and meaning from text using managed NLP."	"For CLF-C02, recognize this service when the requirement mentions natural-language insights from text. Deep implementation details are not required.<br><strong>Example:</strong> A question asks for natural-language insights from text; Amazon Comprehend is the service to evaluate."	"CLF-C02 Cloud Technology and Services day::2026-09-18 chat::Extra_-_Official_CLF-C02_coverage_audit type::recall topic::Extra_official_coverage topic::Machine_Learning topic::AI_&_ML topic::Analytics_&_Data"
"clf-c02-2026-09-18-113"	"What is the primary purpose of Amazon Lex?"	"Amazon Lex helps you build conversational chatbots and voice bots."	"For CLF-C02, recognize this service when the requirement mentions conversation interfaces using voice and text. Deep implementation details are not required.<br><strong>Example:</strong> A question asks for conversation interfaces using voice and text; Amazon Lex is the service to evaluate."	"CLF-C02 Cloud Technology and Services day::2026-09-18 chat::Extra_-_Official_CLF-C02_coverage_audit type::recall topic::Extra_official_coverage topic::Machine_Learning topic::AI_&_ML topic::Business_&_End-user_Apps"
"clf-c02-2026-09-18-114"	"What is the primary purpose of Amazon Polly?"	"Amazon Polly helps you turn text into lifelike speech."	"For CLF-C02, recognize this service when the requirement mentions text-to-speech. Deep implementation details are not required.<br><strong>Example:</strong> A question asks for text-to-speech; Amazon Polly is the service to evaluate."	"CLF-C02 Cloud Technology and Services day::2026-09-18 chat::Extra_-_Official_CLF-C02_coverage_audit type::recall topic::Extra_official_coverage topic::Machine_Learning topic::AI_&_ML topic::Business_&_End-user_Apps"
"clf-c02-2026-09-18-115"	"What is the primary purpose of Amazon Rekognition?"	"Amazon Rekognition helps you analyze images and video for objects, faces, text, and unsafe content."	"For CLF-C02, recognize this service when the requirement mentions computer vision for images and video. Deep implementation details are not required.<br><strong>Example:</strong> A question asks for computer vision for images and video; Amazon Rekognition is the service to evaluate."	"CLF-C02 Cloud Technology and Services day::2026-09-18 chat::Extra_-_Official_CLF-C02_coverage_audit type::recall topic::Extra_official_coverage topic::Machine_Learning topic::AI_&_ML"
"clf-c02-2026-09-18-116"	"What is the primary purpose of Amazon SageMaker AI?"	"Amazon SageMaker AI helps you build, train, and deploy machine-learning models."	"For CLF-C02, recognize this service when the requirement mentions end-to-end custom ML platform. Deep implementation details are not required.<br><strong>Example:</strong> A question asks for end-to-end custom ML platform; Amazon SageMaker AI is the service to evaluate."	"CLF-C02 Cloud Technology and Services day::2026-09-18 chat::Extra_-_Official_CLF-C02_coverage_audit type::recall topic::Extra_official_coverage topic::Machine_Learning topic::AI_&_ML topic::Analytics_&_Data"
"clf-c02-2026-09-18-117"	"What is the primary purpose of Amazon Textract?"	"Amazon Textract helps you extract printed text, handwriting, tables, and forms from documents."	"For CLF-C02, recognize this service when the requirement mentions intelligent document extraction. Deep implementation details are not required.<br><strong>Example:</strong> A question asks for intelligent document extraction; Amazon Textract is the service to evaluate."	"CLF-C02 Cloud Technology and Services day::2026-09-18 chat::Extra_-_Official_CLF-C02_coverage_audit type::recall topic::Extra_official_coverage topic::Machine_Learning topic::AI_&_ML topic::Analytics_&_Data"
"clf-c02-2026-09-18-118"	"What is the primary purpose of Amazon Transcribe?"	"Amazon Transcribe helps you convert speech audio into text."	"For CLF-C02, recognize this service when the requirement mentions speech-to-text. Deep implementation details are not required.<br><strong>Example:</strong> A question asks for speech-to-text; Amazon Transcribe is the service to evaluate."	"CLF-C02 Cloud Technology and Services day::2026-09-18 chat::Extra_-_Official_CLF-C02_coverage_audit type::recall topic::Extra_official_coverage topic::Machine_Learning topic::AI_&_ML topic::Business_&_End-user_Apps"
"clf-c02-2026-09-18-119"	"What is the primary purpose of Amazon Translate?"	"Amazon Translate helps you translate text between human languages."	"For CLF-C02, recognize this service when the requirement mentions managed language translation. Deep implementation details are not required.<br><strong>Example:</strong> A question asks for managed language translation; Amazon Translate is the service to evaluate."	"CLF-C02 Cloud Technology and Services day::2026-09-18 chat::Extra_-_Official_CLF-C02_coverage_audit type::recall topic::Extra_official_coverage topic::Machine_Learning topic::AI_&_ML topic::Business_&_End-user_Apps"
"clf-c02-2026-09-18-120"	"What is the primary purpose of AWS Auto Scaling?"	"AWS Auto Scaling helps you scale multiple AWS resources to match demand."	"For CLF-C02, recognize this service when the requirement mentions automatic capacity adjustment and elasticity. Deep implementation details are not required.<br><strong>Example:</strong> A question asks for automatic capacity adjustment and elasticity; AWS Auto Scaling is the service to evaluate."	"CLF-C02 Cloud Technology and Services day::2026-09-18 chat::Extra_-_Official_CLF-C02_coverage_audit type::recall topic::Extra_official_coverage topic::Management_and_Governance topic::Governance_&_Operations topic::Compute_&_Serverless"
"clf-c02-2026-09-18-121"	"What is the primary purpose of AWS Health Dashboard?"	"AWS Health Dashboard helps you show AWS events and account-specific issues that can affect resources."	"For CLF-C02, recognize this service when the requirement mentions personalized resource health events. Deep implementation details are not required.<br><strong>Example:</strong> A question asks for personalized resource health events; AWS Health Dashboard is the service to evaluate."	"CLF-C02 Cloud Technology and Services day::2026-09-18 chat::Extra_-_Official_CLF-C02_coverage_audit type::recall topic::Extra_official_coverage topic::Management_and_Governance topic::Governance_&_Operations topic::Cost,_Marketplace_&_Support"
"clf-c02-2026-09-18-122"	"What is the primary purpose of AWS Service Catalog?"	"AWS Service Catalog helps you publish approved cloud products for users to launch consistently."	"For CLF-C02, recognize this service when the requirement mentions governed catalog of preapproved products. Deep implementation details are not required.<br><strong>Example:</strong> A question asks for governed catalog of preapproved products; AWS Service Catalog is the service to evaluate."	"CLF-C02 Cloud Technology and Services day::2026-09-18 chat::Extra_-_Official_CLF-C02_coverage_audit type::recall topic::Extra_official_coverage topic::Management_and_Governance topic::Governance_&_Operations"
"clf-c02-2026-09-18-123"	"What is the primary purpose of Service Quotas?"	"Service Quotas helps you view service limits and request increases from one place."	"For CLF-C02, recognize this service when the requirement mentions quotas and limit-increase requests. Deep implementation details are not required.<br><strong>Example:</strong> A question asks for quotas and limit-increase requests; Service Quotas is the service to evaluate."	"CLF-C02 Cloud Technology and Services day::2026-09-18 chat::Extra_-_Official_CLF-C02_coverage_audit type::recall topic::Extra_official_coverage topic::Management_and_Governance topic::Governance_&_Operations"
"clf-c02-2026-09-18-124"	"What is the primary purpose of AWS Systems Manager?"	"AWS Systems Manager helps you operate and automate fleets of AWS and hybrid resources centrally."	"For CLF-C02, recognize this service when the requirement mentions patching, remote commands, inventory, and Parameter Store. Deep implementation details are not required.<br><strong>Example:</strong> A question asks for patching, remote commands, inventory, and Parameter Store; AWS Systems Manager is the service to evaluate."	"CLF-C02 Cloud Technology and Services day::2026-09-18 chat::Extra_-_Official_CLF-C02_coverage_audit type::recall topic::Extra_official_coverage topic::Management_and_Governance topic::Governance_&_Operations topic::Security_&_Threat_Protection"
"clf-c02-2026-09-18-125"	"What is the primary purpose of AWS Application Discovery Service?"	"AWS Application Discovery Service helps you collect on-premises server usage and dependency data for migration planning."	"For CLF-C02, recognize this service when the requirement mentions discover existing workloads before migration. Deep implementation details are not required.<br><strong>Example:</strong> A question asks for discover existing workloads before migration; AWS Application Discovery Service is the service to evaluate."	"CLF-C02 Cloud Technology and Services day::2026-09-18 chat::Extra_-_Official_CLF-C02_coverage_audit type::recall topic::Extra_official_coverage topic::Migration_and_Transfer topic::Migration_&_Hybrid"
